------------------------------------------------------------------------------------
Date: 5/18/2025 -- 17:16:59 (uptime: 0d, 00h 00m 13s)
------------------------------------------------------------------------------------
Counter                                       | TM Name                   | Value
app_layer.tx.http                             | Total                     | 519
app_layer.flow.tls                            | Total                     | 186
app_layer.flow.dns_tcp                        | Total                     | 300
app_layer.tx.dns_tcp                          | Total                     | 593
app_layer.flow.ntp                            | Total                     | 1
app_layer.tx.ntp                              | Total                     | 1
app_layer.flow.quic                           | Total                     | 98
app_layer.tx.quic                             | Total                     | 535
app_layer.flow.dhcp                           | Total                     | 1
app_layer.tx.dhcp                             | Total                     | 2
app_layer.flow.snmp                           | Total                     | 175
app_layer.tx.snmp                             | Total                     | 384
app_layer.flow.failed_tcp                     | Total                     | 77
app_layer.flow.dns_udp                        | Total                     | 769
app_layer.tx.dns_udp                          | Total                     | 1547
app_layer.flow.failed_udp                     | Total                     | 1365
flow.end.state.new                            | Total                     | 2458
flow.end.state.established                    | Total                     | 847
flow.end.state.closed                         | Total                     | 2021
flow.end.tcp_state.syn_sent                   | Total                     | 1003
flow.end.tcp_state.syn_recv                   | Total                     | 18
flow.end.tcp_state.last_ack                   | Total                     | 19
flow.end.tcp_state.close_wait                 | Total                     | 3
flow.end.tcp_state.closed                     | Total                     | 2002
flow.mgr.full_hash_pass                       | Total                     | 155
flow.mgr.rows_per_sec                         | Total                     | 6553
flow.spare                                    | Total                     | 9267
flow.mgr.rows_maxlen                          | Total                     | 2
flow.mgr.flows_checked                        | Total                     | 13368
flow.mgr.flows_notimeout                      | Total                     | 8066
flow.mgr.flows_timeout                        | Total                     | 5302
flow.mgr.flows_evicted                        | Total                     | 5302
flow.mgr.flows_evicted_needs_work             | Total                     | 2656
memcap_pressure                               | Total                     | 5
memcap_pressure_max                           | Total                     | 5
flow.recycler.recycled                        | Total                     | 2646
flow.recycler.queue_avg                       | Total                     | 1
flow.recycler.queue_max                       | Total                     | 9
tcp.memuse                                    | Total                     | 3113312
tcp.reassembly_memuse                         | Total                     | 3565568
http.memuse                                   | Total                     | 7830
flow.memuse                                   | Total                     | 7234304
------------------------------------------------------------------------------------
Date: 5/18/2025 -- 18:51:16 (uptime: 0d, 00h 26m 05s)
------------------------------------------------------------------------------------
Counter                                       | TM Name                   | Value
------------------------------------------------------------------------------------
capture.kernel_packets                        | Total                     | 69196
capture.afpacket.polls                        | Total                     | 109942
capture.afpacket.poll_timeout                 | Total                     | 62121
capture.afpacket.poll_data                    | Total                     | 47821
decoder.pkts                                  | Total                     | 69204
decoder.bytes                                 | Total                     | 16719165
decoder.ipv4                                  | Total                     | 51903
decoder.ipv6                                  | Total                     | 5619
decoder.ethernet                              | Total                     | 69204
decoder.arp                                   | Total                     | 10693
decoder.unknown_ethertype                     | Total                     | 1029
decoder.tcp                                   | Total                     | 41740
tcp.syn                                       | Total                     | 3616
tcp.synack                                    | Total                     | 2364
tcp.rst                                       | Total                     | 340
decoder.udp                                   | Total                     | 14210
decoder.icmpv4                                | Total                     | 38
decoder.icmpv6                                | Total                     | 1366
decoder.avg_pkt_size                          | Total                     | 241
decoder.max_pkt_size                          | Total                     | 1514
tcp.active_sessions                           | Total                     | 152
flow.total                                    | Total                     | 5802
flow.active                                   | Total                     | 437
flow.tcp                                      | Total                     | 3299
flow.udp                                      | Total                     | 2425
flow.icmpv4                                   | Total                     | 12
flow.icmpv6                                   | Total                     | 66
flow.wrk.spare_sync_avg                       | Total                     | 99
flow.wrk.spare_sync                           | Total                     | 34
flow.wrk.spare_sync_incomplete                | Total                     | 12
defrag.ipv6.fragments                         | Total                     | 80
defrag.ipv6.reassembled                       | Total                     | 40
decoder.event.ipv4.opt_pad_required           | Total                     | 88
decoder.event.ipv6.zero_len_padn              | Total                     | 111
flow.wrk.flows_evicted_needs_work             | Total                     | 2682
flow.wrk.flows_evicted_pkt_inject             | Total                     | 4240
flow.wrk.flows_evicted                        | Total                     | 530
flow.wrk.flows_injected                       | Total                     | 2679
flow.wrk.flows_injected_max                   | Total                     | 4
tcp.sessions                                  | Total                     | 3226
tcp.ssn_from_cache                            | Total                     | 2648
tcp.ssn_from_pool                             | Total                     | 578
tcp.segment_from_cache                        | Total                     | 3307
tcp.segment_from_pool                         | Total                     | 6831
tcp.stream_depth_reached                      | Total                     | 1
tcp.overlap                                   | Total                     | 15
detect.alert                                  | Total                     | 1
detect.alerts_suppressed                      | Total                     | 20
app_layer.flow.http                           | Total                     | 126
app_layer.tx.http                             | Total                     | 523
app_layer.flow.tls                            | Total                     | 186
app_layer.flow.dns_tcp                        | Total                     | 300
app_layer.tx.dns_tcp                          | Total                     | 593
app_layer.flow.ntp                            | Total                     | 1
app_layer.tx.ntp                              | Total                     | 1
app_layer.flow.quic                           | Total                     | 98
app_layer.tx.quic                             | Total                     | 535
app_layer.flow.dhcp                           | Total                     | 1
app_layer.tx.dhcp                             | Total                     | 2
app_layer.flow.snmp                           | Total                     | 177
app_layer.tx.snmp                             | Total                     | 388
app_layer.flow.failed_tcp                     | Total                     | 77
app_layer.flow.dns_udp                        | Total                     | 773
app_layer.tx.dns_udp                          | Total                     | 1555
app_layer.flow.failed_udp                     | Total                     | 1375
flow.end.state.new                            | Total                     | 2474
flow.end.state.established                    | Total                     | 853
flow.end.state.closed                         | Total                     | 2038
flow.end.tcp_state.syn_sent                   | Total                     | 1013
flow.end.tcp_state.syn_recv                   | Total                     | 20
flow.end.tcp_state.last_ack                   | Total                     | 20
flow.end.tcp_state.close_wait                 | Total                     | 3
flow.end.tcp_state.closed                     | Total                     | 2018
flow.mgr.full_hash_pass                       | Total                     | 155
flow.mgr.rows_per_sec                         | Total                     | 6553
flow.spare                                    | Total                     | 9282
flow.mgr.rows_maxlen                          | Total                     | 2
flow.mgr.flows_checked                        | Total                     | 13424
flow.mgr.flows_notimeout                      | Total                     | 8091
flow.mgr.flows_timeout                        | Total                     | 5333
flow.mgr.flows_evicted                        | Total                     | 5333
flow.mgr.flows_evicted_needs_work             | Total                     | 2671
memcap_pressure                               | Total                     | 5
memcap_pressure_max                           | Total                     | 5
flow.recycler.recycled                        | Total                     | 2662
flow.recycler.queue_avg                       | Total                     | 1
flow.recycler.queue_max                       | Total                     | 9
tcp.memuse                                    | Total                     | 3113248
tcp.reassembly_memuse                         | Total                     | 3491840
http.memuse                                   | Total                     | 7830
flow.memuse                                   | Total                     | 7234304
------------------------------------------------------------------------------------
Date: 5/18/2025 -- 18:51:24 (uptime: 0d, 00h 26m 13s)
------------------------------------------------------------------------------------
Counter                                       | TM Name                   | Value
------------------------------------------------------------------------------------
capture.kernel_packets                        | Total                     | 69293
capture.afpacket.polls                        | Total                     | 110293
capture.afpacket.poll_timeout                 | Total                     | 62391
capture.afpacket.poll_data                    | Total                     | 47902
decoder.pkts                                  | Total                     | 69307
decoder.bytes                                 | Total                     | 16744255
decoder.ipv4                                  | Total                     | 51981
decoder.ipv6                                  | Total                     | 5637
decoder.ethernet                              | Total                     | 69307
decoder.arp                                   | Total                     | 10693
decoder.unknown_ethertype                     | Total                     | 1036
decoder.tcp                                   | Total                     | 41787
tcp.syn                                       | Total                     | 3622
tcp.synack                                    | Total                     | 2370
tcp.rst                                       | Total                     | 340
decoder.udp                                   | Total                     | 14259
decoder.icmpv4                                | Total                     | 38
decoder.icmpv6                                | Total                     | 1366
decoder.avg_pkt_size                          | Total                     | 241
decoder.max_pkt_size                          | Total                     | 1514
tcp.active_sessions                           | Total                     | 144
flow.total                                    | Total                     | 5808
flow.active                                   | Total                     | 416
flow.tcp                                      | Total                     | 3305
flow.udp                                      | Total                     | 2425
flow.icmpv4                                   | Total                     | 12
flow.icmpv6                                   | Total                     | 66
flow.wrk.spare_sync_avg                       | Total                     | 99
flow.wrk.spare_sync                           | Total                     | 34
flow.wrk.spare_sync_incomplete                | Total                     | 12
defrag.ipv6.fragments                         | Total                     | 80
defrag.ipv6.reassembled                       | Total                     | 40
decoder.event.ipv4.opt_pad_required           | Total                     | 88
decoder.event.ipv6.zero_len_padn              | Total                     | 111
flow.wrk.flows_evicted_needs_work             | Total                     | 2689
flow.wrk.flows_evicted_pkt_inject             | Total                     | 4252
flow.wrk.flows_evicted                        | Total                     | 531
flow.wrk.flows_injected                       | Total                     | 2686
flow.wrk.flows_injected_max                   | Total                     | 4
tcp.sessions                                  | Total                     | 3232
tcp.ssn_from_cache                            | Total                     | 2654
tcp.ssn_from_pool                             | Total                     | 578
tcp.segment_from_cache                        | Total                     | 3307
tcp.segment_from_pool                         | Total                     | 6831
tcp.stream_depth_reached                      | Total                     | 1
tcp.overlap                                   | Total                     | 15
detect.alert                                  | Total                     | 1
detect.alerts_suppressed                      | Total                     | 20
app_layer.flow.http                           | Total                     | 126
app_layer.tx.http                             | Total                     | 523
app_layer.flow.tls                            | Total                     | 186
app_layer.flow.dns_tcp                        | Total                     | 300
app_layer.tx.dns_tcp                          | Total                     | 593
app_layer.flow.ntp                            | Total                     | 1
app_layer.tx.ntp                              | Total                     | 1
app_layer.flow.quic                           | Total                     | 98
app_layer.tx.quic                             | Total                     | 535
app_layer.flow.dhcp                           | Total                     | 1
app_layer.tx.dhcp                             | Total                     | 2
app_layer.flow.snmp                           | Total                     | 177
app_layer.tx.snmp                             | Total                     | 388
app_layer.flow.failed_tcp                     | Total                     | 77
app_layer.flow.dns_udp                        | Total                     | 773
app_layer.tx.dns_udp                          | Total                     | 1555
app_layer.flow.failed_udp                     | Total                     | 1375
flow.end.state.new                            | Total                     | 2485
flow.end.state.established                    | Total                     | 857
flow.end.state.closed                         | Total                     | 2050
flow.end.tcp_state.syn_sent                   | Total                     | 1015
flow.end.tcp_state.syn_recv                   | Total                     | 20
flow.end.tcp_state.last_ack                   | Total                     | 20
flow.end.tcp_state.close_wait                 | Total                     | 3
flow.end.tcp_state.closed                     | Total                     | 2030
flow.mgr.full_hash_pass                       | Total                     | 156
flow.mgr.rows_per_sec                         | Total                     | 6553
flow.spare                                    | Total                     | 9306
flow.mgr.rows_maxlen                          | Total                     | 2
flow.mgr.flows_checked                        | Total                     | 13498
flow.mgr.flows_notimeout                      | Total                     | 8130
flow.mgr.flows_timeout                        | Total                     | 5368
flow.mgr.flows_evicted                        | Total                     | 5368
flow.mgr.flows_evicted_needs_work             | Total                     | 2686
memcap_pressure                               | Total                     | 5
memcap_pressure_max                           | Total                     | 5
flow.recycler.recycled                        | Total                     | 2682
flow.recycler.queue_avg                       | Total                     | 1
flow.recycler.queue_max                       | Total                     | 10
tcp.memuse                                    | Total                     | 3113152
tcp.reassembly_memuse                         | Total                     | 3526656
http.memuse                                   | Total                     | 2860
flow.memuse                                   | Total                     | 7234304
------------------------------------------------------------------------------------
Date: 5/18/2025 -- 18:51:32 (uptime: 0d, 00h 26m 21s)
------------------------------------------------------------------------------------
Counter                                       | TM Name                   | Value
------------------------------------------------------------------------------------
capture.kernel_packets                        | Total                     | 69927
capture.afpacket.polls                        | Total                     | 111073
capture.afpacket.poll_timeout                 | Total                     | 62714
capture.afpacket.poll_data                    | Total                     | 48359
decoder.pkts                                  | Total                     | 69938
decoder.bytes                                 | Total                     | 16862997
decoder.ipv4                                  | Total                     | 52526
decoder.ipv6                                  | Total                     | 5709
decoder.ethernet                              | Total                     | 69938
decoder.arp                                   | Total                     | 10702
decoder.unknown_ethertype                     | Total                     | 1041
decoder.tcp                                   | Total                     | 42239
tcp.syn                                       | Total                     | 3660
tcp.synack                                    | Total                     | 2411
tcp.rst                                       | Total                     | 343
decoder.udp                                   | Total                     | 14411
decoder.icmpv4                                | Total                     | 38
decoder.icmpv6                                | Total                     | 1379
decoder.avg_pkt_size                          | Total                     | 241
decoder.max_pkt_size                          | Total                     | 1514
tcp.active_sessions                           | Total                     | 162
flow.total                                    | Total                     | 5877
flow.active                                   | Total                     | 464
flow.tcp                                      | Total                     | 3343
flow.udp                                      | Total                     | 2456
flow.icmpv4                                   | Total                     | 12
flow.icmpv6                                   | Total                     | 66
flow.wrk.spare_sync_avg                       | Total                     | 99
flow.wrk.spare_sync                           | Total                     | 34
flow.wrk.spare_sync_incomplete                | Total                     | 12
defrag.ipv6.fragments                         | Total                     | 80
defrag.ipv6.reassembled                       | Total                     | 40
decoder.event.ipv4.opt_pad_required           | Total                     | 88
decoder.event.ipv6.zero_len_padn              | Total                     | 111
flow.wrk.flows_evicted_needs_work             | Total                     | 2704
flow.wrk.flows_evicted_pkt_inject             | Total                     | 4274
flow.wrk.flows_evicted                        | Total                     | 533
flow.wrk.flows_injected                       | Total                     | 2701
flow.wrk.flows_injected_max                   | Total                     | 4
tcp.sessions                                  | Total                     | 3266
tcp.ssn_from_cache                            | Total                     | 2679
tcp.ssn_from_pool                             | Total                     | 587
tcp.segment_from_cache                        | Total                     | 3419
tcp.segment_from_pool                         | Total                     | 6845
tcp.stream_depth_reached                      | Total                     | 1
tcp.overlap                                   | Total                     | 15
detect.alert                                  | Total                     | 1
detect.alerts_suppressed                      | Total                     | 20
app_layer.flow.http                           | Total                     | 127
app_layer.tx.http                             | Total                     | 527
app_layer.flow.tls                            | Total                     | 187
app_layer.flow.dns_tcp                        | Total                     | 306
app_layer.tx.dns_tcp                          | Total                     | 605
app_layer.flow.ntp                            | Total                     | 1
app_layer.tx.ntp                              | Total                     | 1
app_layer.flow.quic                           | Total                     | 99
app_layer.tx.quic                             | Total                     | 538
app_layer.flow.dhcp                           | Total                     | 1
app_layer.tx.dhcp                             | Total                     | 2
app_layer.flow.snmp                           | Total                     | 180
app_layer.tx.snmp                             | Total                     | 394
app_layer.flow.failed_tcp                     | Total                     | 84
app_layer.flow.dns_udp                        | Total                     | 775
app_layer.tx.dns_udp                          | Total                     | 1559
app_layer.flow.failed_udp                     | Total                     | 1400
flow.end.state.new                            | Total                     | 2493
flow.end.state.established                    | Total                     | 861
flow.end.state.closed                         | Total                     | 2059
flow.end.tcp_state.syn_sent                   | Total                     | 1022
flow.end.tcp_state.syn_recv                   | Total                     | 20
flow.end.tcp_state.last_ack                   | Total                     | 20
flow.end.tcp_state.close_wait                 | Total                     | 3
flow.end.tcp_state.closed                     | Total                     | 2039
flow.mgr.full_hash_pass                       | Total                     | 157
flow.mgr.rows_per_sec                         | Total                     | 6553
flow.spare                                    | Total                     | 9312
flow.mgr.rows_maxlen                          | Total                     | 2
flow.mgr.flows_checked                        | Total                     | 13579
flow.mgr.flows_notimeout                      | Total                     | 8190
flow.mgr.flows_timeout                        | Total                     | 5389
flow.mgr.flows_evicted                        | Total                     | 5389
flow.mgr.flows_evicted_needs_work             | Total                     | 2701
memcap_pressure                               | Total                     | 5
memcap_pressure_max                           | Total                     | 5
flow.recycler.recycled                        | Total                     | 2688
flow.recycler.queue_avg                       | Total                     | 1
flow.recycler.queue_max                       | Total                     | 10
tcp.memuse                                    | Total                     | 3113248
tcp.reassembly_memuse                         | Total                     | 3528704
http.memuse                                   | Total                     | 8489
flow.memuse                                   | Total                     | 7234304
------------------------------------------------------------------------------------
Date: 5/18/2025 -- 18:51:40 (uptime: 0d, 00h 26m 29s)
------------------------------------------------------------------------------------
Counter                                       | TM Name                   | Value
------------------------------------------------------------------------------------
capture.kernel_packets                        | Total                     | 70199
capture.afpacket.polls                        | Total                     | 111650
capture.afpacket.poll_timeout                 | Total                     | 63080
capture.afpacket.poll_data                    | Total                     | 48570
decoder.pkts                                  | Total                     | 70224
decoder.bytes                                 | Total                     | 16906138
decoder.ipv4                                  | Total                     | 52766
decoder.ipv6                                  | Total                     | 5738
decoder.ethernet                              | Total                     | 70224
decoder.arp                                   | Total                     | 10713
decoder.unknown_ethertype                     | Total                     | 1047
decoder.tcp                                   | Total                     | 42417
tcp.syn                                       | Total                     | 3677
tcp.synack                                    | Total                     | 2431
tcp.rst                                       | Total                     | 347
decoder.udp                                   | Total                     | 14494
decoder.icmpv4                                | Total                     | 38
decoder.icmpv6                                | Total                     | 1387
decoder.avg_pkt_size                          | Total                     | 240
decoder.max_pkt_size                          | Total                     | 1514
tcp.active_sessions                           | Total                     | 162
flow.total                                    | Total                     | 5914
flow.active                                   | Total                     | 470
flow.tcp                                      | Total                     | 3361
flow.udp                                      | Total                     | 2475
flow.icmpv4                                   | Total                     | 12
flow.icmpv6                                   | Total                     | 66
flow.wrk.spare_sync_avg                       | Total                     | 99
flow.wrk.spare_sync                           | Total                     | 34
flow.wrk.spare_sync_incomplete                | Total                     | 12
defrag.ipv6.fragments                         | Total                     | 80
defrag.ipv6.reassembled                       | Total                     | 40
decoder.event.ipv4.opt_pad_required           | Total                     | 88
decoder.event.ipv6.zero_len_padn              | Total                     | 111
flow.wrk.flows_evicted_needs_work             | Total                     | 2719
flow.wrk.flows_evicted_pkt_inject             | Total                     | 4300
flow.wrk.flows_evicted                        | Total                     | 533
flow.wrk.flows_injected                       | Total                     | 2716
flow.wrk.flows_injected_max                   | Total                     | 4
tcp.sessions                                  | Total                     | 3282
tcp.ssn_from_cache                            | Total                     | 2695
tcp.ssn_from_pool                             | Total                     | 587
tcp.segment_from_cache                        | Total                     | 3446
tcp.segment_from_pool                         | Total                     | 6853
tcp.stream_depth_reached                      | Total                     | 1
tcp.overlap                                   | Total                     | 15
detect.alert                                  | Total                     | 1
detect.alerts_suppressed                      | Total                     | 20
app_layer.flow.http                           | Total                     | 127
app_layer.tx.http                             | Total                     | 531
app_layer.flow.tls                            | Total                     | 187
app_layer.flow.dns_tcp                        | Total                     | 309
app_layer.tx.dns_tcp                          | Total                     | 610
app_layer.flow.ntp                            | Total                     | 1
app_layer.tx.ntp                              | Total                     | 1
app_layer.flow.quic                           | Total                     | 100
app_layer.tx.quic                             | Total                     | 546
app_layer.flow.dhcp                           | Total                     | 1
app_layer.tx.dhcp                             | Total                     | 2
app_layer.flow.snmp                           | Total                     | 182
app_layer.tx.snmp                             | Total                     | 398
app_layer.flow.failed_tcp                     | Total                     | 84
app_layer.flow.dns_udp                        | Total                     | 781
app_layer.tx.dns_udp                          | Total                     | 1571
app_layer.flow.failed_udp                     | Total                     | 1410
flow.end.state.new                            | Total                     | 2502
flow.end.state.established                    | Total                     | 869
flow.end.state.closed                         | Total                     | 2073
flow.end.tcp_state.syn_sent                   | Total                     | 1024
flow.end.tcp_state.syn_recv                   | Total                     | 20
flow.end.tcp_state.last_ack                   | Total                     | 20
flow.end.tcp_state.close_wait                 | Total                     | 3
flow.end.tcp_state.closed                     | Total                     | 2053
flow.mgr.full_hash_pass                       | Total                     | 158
flow.mgr.rows_per_sec                         | Total                     | 6553
flow.spare                                    | Total                     | 9327
flow.mgr.rows_maxlen                          | Total                     | 2
flow.mgr.flows_checked                        | Total                     | 13642
flow.mgr.flows_notimeout                      | Total                     | 8227
flow.mgr.flows_timeout                        | Total                     | 5415
flow.mgr.flows_evicted                        | Total                     | 5415
flow.mgr.flows_evicted_needs_work             | Total                     | 2711
memcap_pressure                               | Total                     | 5
memcap_pressure_max                           | Total                     | 5
flow.recycler.recycled                        | Total                     | 2704
flow.recycler.queue_avg                       | Total                     | 1
flow.recycler.queue_max                       | Total                     | 10
tcp.memuse                                    | Total                     | 3113152
tcp.reassembly_memuse                         | Total                     | 3518464
http.memuse                                   | Total                     | 8377
flow.memuse                                   | Total                     | 7234304
------------------------------------------------------------------------------------
Date: 5/18/2025 -- 18:51:48 (uptime: 0d, 00h 26m 37s)
------------------------------------------------------------------------------------
Counter                                       | TM Name                   | Value
------------------------------------------------------------------------------------
capture.kernel_packets                        | Total                     | 70307
capture.afpacket.polls                        | Total                     | 112000
capture.afpacket.poll_timeout                 | Total                     | 63339
capture.afpacket.poll_data                    | Total                     | 48661
decoder.pkts                                  | Total                     | 70351
decoder.bytes                                 | Total                     | 16929294
decoder.ipv4                                  | Total                     | 52877
decoder.ipv6                                  | Total                     | 5745
decoder.ethernet                              | Total                     | 70351
decoder.arp                                   | Total                     | 10719
decoder.unknown_ethertype                     | Total                     | 1050
decoder.tcp                                   | Total                     | 42490
tcp.syn                                       | Total                     | 3684
tcp.synack                                    | Total                     | 2439
tcp.rst                                       | Total                     | 348
decoder.udp                                   | Total                     | 14539
decoder.icmpv4                                | Total                     | 38
decoder.icmpv6                                | Total                     | 1387
decoder.avg_pkt_size                          | Total                     | 240
decoder.max_pkt_size                          | Total                     | 1514
tcp.active_sessions                           | Total                     | 158
flow.total                                    | Total                     | 5927
flow.active                                   | Total                     | 459
flow.tcp                                      | Total                     | 3368
flow.udp                                      | Total                     | 2481
flow.icmpv4                                   | Total                     | 12
flow.icmpv6                                   | Total                     | 66
flow.wrk.spare_sync_avg                       | Total                     | 99
flow.wrk.spare_sync                           | Total                     | 34
flow.wrk.spare_sync_incomplete                | Total                     | 12
defrag.ipv6.fragments                         | Total                     | 80
defrag.ipv6.reassembled                       | Total                     | 40
decoder.event.ipv4.opt_pad_required           | Total                     | 88
decoder.event.ipv6.zero_len_padn              | Total                     | 111
flow.wrk.flows_evicted_needs_work             | Total                     | 2729
flow.wrk.flows_evicted_pkt_inject             | Total                     | 4315
flow.wrk.flows_evicted                        | Total                     | 535
flow.wrk.flows_injected                       | Total                     | 2726
flow.wrk.flows_injected_max                   | Total                     | 4
tcp.sessions                                  | Total                     | 3289
tcp.ssn_from_cache                            | Total                     | 2700
tcp.ssn_from_pool                             | Total                     | 589
tcp.segment_from_cache                        | Total                     | 3452
tcp.segment_from_pool                         | Total                     | 6853
tcp.stream_depth_reached                      | Total                     | 1
tcp.overlap                                   | Total                     | 15
detect.alert                                  | Total                     | 1
detect.alerts_suppressed                      | Total                     | 20
app_layer.flow.http                           | Total                     | 127
app_layer.tx.http                             | Total                     | 531
app_layer.flow.tls                            | Total                     | 187
app_layer.flow.dns_tcp                        | Total                     | 311
app_layer.tx.dns_tcp                          | Total                     | 614
app_layer.flow.ntp                            | Total                     | 1
app_layer.tx.ntp                              | Total                     | 1
app_layer.flow.quic                           | Total                     | 101
app_layer.tx.quic                             | Total                     | 551
app_layer.flow.dhcp                           | Total                     | 1
app_layer.tx.dhcp                             | Total                     | 2
app_layer.flow.snmp                           | Total                     | 182
app_layer.tx.snmp                             | Total                     | 398
app_layer.flow.failed_tcp                     | Total                     | 84
app_layer.flow.dns_udp                        | Total                     | 781
app_layer.tx.dns_udp                          | Total                     | 1571
app_layer.flow.failed_udp                     | Total                     | 1415
flow.end.state.new                            | Total                     | 2517
flow.end.state.established                    | Total                     | 872
flow.end.state.closed                         | Total                     | 2079
flow.end.tcp_state.syn_sent                   | Total                     | 1029
flow.end.tcp_state.syn_recv                   | Total                     | 20
flow.end.tcp_state.last_ack                   | Total                     | 20
flow.end.tcp_state.close_wait                 | Total                     | 3
flow.end.tcp_state.closed                     | Total                     | 2059
flow.mgr.full_hash_pass                       | Total                     | 158
flow.mgr.rows_per_sec                         | Total                     | 6553
flow.spare                                    | Total                     | 9341
flow.mgr.rows_maxlen                          | Total                     | 2
flow.mgr.flows_checked                        | Total                     | 13734
flow.mgr.flows_notimeout                      | Total                     | 8288
flow.mgr.flows_timeout                        | Total                     | 5446
flow.mgr.flows_evicted                        | Total                     | 5446
flow.mgr.flows_evicted_needs_work             | Total                     | 2726
memcap_pressure                               | Total                     | 5
memcap_pressure_max                           | Total                     | 5
flow.recycler.recycled                        | Total                     | 2718
flow.recycler.queue_avg                       | Total                     | 1
flow.recycler.queue_max                       | Total                     | 10
tcp.memuse                                    | Total                     | 3113152
tcp.reassembly_memuse                         | Total                     | 3526656
http.memuse                                   | Total                     | 8377
flow.memuse                                   | Total                     | 7234304
------------------------------------------------------------------------------------
Date: 5/18/2025 -- 18:51:56 (uptime: 0d, 00h 26m 45s)
------------------------------------------------------------------------------------
Counter                                       | TM Name                   | Value
------------------------------------------------------------------------------------
capture.kernel_packets                        | Total                     | 70655
capture.afpacket.polls                        | Total                     | 112599
capture.afpacket.poll_timeout                 | Total                     | 63715
capture.afpacket.poll_data                    | Total                     | 48884
decoder.pkts                                  | Total                     | 70656
decoder.bytes                                 | Total                     | 17009889
decoder.ipv4                                  | Total                     | 53126
decoder.ipv6                                  | Total                     | 5786
decoder.ethernet                              | Total                     | 70656
decoder.arp                                   | Total                     | 10727
decoder.unknown_ethertype                     | Total                     | 1057
decoder.tcp                                   | Total                     | 42673
tcp.syn                                       | Total                     | 3701
tcp.synack                                    | Total                     | 2450
tcp.rst                                       | Total                     | 350
decoder.udp                                   | Total                     | 14628
decoder.icmpv4                                | Total                     | 38
decoder.icmpv6                                | Total                     | 1399
decoder.avg_pkt_size                          | Total                     | 240
decoder.max_pkt_size                          | Total                     | 1514
tcp.active_sessions                           | Total                     | 162
flow.total                                    | Total                     | 5951
flow.active                                   | Total                     | 459
flow.tcp                                      | Total                     | 3386
flow.udp                                      | Total                     | 2485
flow.icmpv4                                   | Total                     | 12
flow.icmpv6                                   | Total                     | 68
flow.wrk.spare_sync_avg                       | Total                     | 99
flow.wrk.spare_sync                           | Total                     | 34
flow.wrk.spare_sync_incomplete                | Total                     | 12
defrag.ipv6.fragments                         | Total                     | 80
defrag.ipv6.reassembled                       | Total                     | 40
decoder.event.ipv4.opt_pad_required           | Total                     | 94
decoder.event.ipv6.zero_len_padn              | Total                     | 115
